mu1,mu2,model_label,n_tot,n_p,n_s,global_coeff_1based,local_secondary_coeff_1based,abs_error_l2_time,ref_l2_time,rel_error_percent
4.56,0.019,ANN (n_s=131),151,20,131,44,24,106.67547172095408,99.73656689753918,106.95723247677388
4.56,0.019,ANN (n_s=131),151,20,131,45,25,96.07110872928033,94.70390580674804,101.4436605448166
4.56,0.019,ANN (n_s=131),151,20,131,46,26,88.65706303942838,86.97475950670842,101.93424338539297
4.56,0.019,ANN (n_s=131),151,20,131,47,27,90.99222629650357,86.82296561844338,104.80202518810823
4.56,0.019,ANN (n_s=131),151,20,131,48,28,76.1363935387157,85.78800427195256,88.74946350000083
4.56,0.019,ANN (n_s=131),151,20,131,49,29,90.866347985872,82.6164074553664,109.98583790388446
4.56,0.019,ANN (n_s=131),151,20,131,50,30,84.05999167344524,76.44357202821938,109.96345335931481
4.56,0.019,ANN (n_s=131),151,20,131,51,31,78.84038223501372,80.0419801270798,98.49879039704123
4.56,0.019,ANN (n_s=131),151,20,131,52,32,89.70443386215591,72.95290337468802,122.96211625935103
4.56,0.019,ANN (n_s=131),151,20,131,53,33,87.14355459200503,76.78509512378666,113.4901955275556
4.56,0.019,ANN (n_s=131),151,20,131,54,34,72.58573710859966,71.9428553152084,100.89360060922596
4.56,0.019,ANN (n_s=131),151,20,131,55,35,96.82926159686566,72.70191755692801,133.1866680422083
4.56,0.019,ANN (n_s=131),151,20,131,56,36,85.54695282654949,69.99467686602763,122.21922674246996
4.56,0.019,ANN (n_s=131),151,20,131,57,37,88.74480385355452,72.79905206979346,121.90379040715206
4.56,0.019,ANN (n_s=131),151,20,131,58,38,106.01747450551453,67.45129978632069,157.17632549909018
4.56,0.019,ANN (n_s=131),151,20,131,59,39,70.51264248848054,69.51842971275073,101.43014274033214
4.56,0.019,ANN (n_s=131),151,20,131,60,40,118.08111313969079,64.49922125872774,183.07370358167321
4.56,0.019,ANN (n_s=131),151,20,131,61,41,93.26032046960596,72.72548181037921,128.23609847339102
4.56,0.019,ANN (n_s=131),151,20,131,62,42,75.75959077046909,64.90745376226248,116.71940028329396
4.56,0.019,ANN (n_s=131),151,20,131,63,43,73.95162173001276,60.38031151006408,122.47638324569861
4.56,0.019,ANN (n_s=131),151,20,131,64,44,70.40647285545853,57.14428335568313,123.20825237623082
4.56,0.019,ANN (n_s=131),151,20,131,65,45,98.72482027214912,58.59187001623926,168.49576612725733
4.56,0.019,ANN (n_s=131),151,20,131,66,46,100.72373952297613,57.08094315847006,176.4577351907859
4.56,0.019,ANN (n_s=131),151,20,131,67,47,85.28103509978654,55.047099435236674,154.92375797224395
4.56,0.019,ANN (n_s=131),151,20,131,68,48,97.73904463743482,52.47381616463028,186.26250534321792
4.56,0.019,ANN (n_s=131),151,20,131,69,49,70.79774916232371,53.064898970320606,133.4172881435639
4.56,0.019,ANN (n_s=131),151,20,131,70,50,85.53773737322615,52.36574125290374,163.34675176298205
4.56,0.019,ANN (n_s=131),151,20,131,71,51,89.56906788083946,51.25996309204636,174.7349441512517
4.56,0.019,ANN (n_s=131),151,20,131,72,52,69.1537526883487,49.3101238564563,140.2425045405645
