mu1,mu2,model_label,n_tot,n_p,n_s,global_coeff_1based,local_secondary_coeff_1based,abs_error_l2_time,ref_l2_time,rel_error_percent
4.56,0.019,GPR ns151,151,0,151,30,30,154.75202836280562,154.7634027050166,99.99265049616888
4.56,0.019,GPR ns151,151,0,151,31,31,146.0613545161105,146.08320317664348,99.9850436873933
4.56,0.019,GPR ns151,151,0,151,32,32,152.31811899769684,152.31775516987844,100.00023886106908
4.56,0.019,GPR ns151,151,0,151,33,33,143.05142598374002,143.05535235874785,99.99725534561055
4.56,0.019,GPR ns151,151,0,151,34,34,125.0772122607814,124.87878019552873,100.1588997465718
4.56,0.019,GPR ns151,151,0,151,35,35,122.70460697185928,122.6115262171799,100.07591517498486
4.56,0.019,GPR ns151,151,0,151,36,36,104.58550540196649,104.02278528336822,100.54095851891041
4.56,0.019,GPR ns151,151,0,151,37,37,107.04376388066513,106.84262675505808,100.18825550411462
4.56,0.019,GPR ns151,151,0,151,38,38,122.24918984581348,122.19439223863257,100.04484461698854
4.56,0.019,GPR ns151,151,0,151,39,39,110.97166955618009,110.77826605297325,100.17458614410371
4.56,0.019,GPR ns151,151,0,151,40,40,106.28889164801387,106.27015411982703,100.01763197611035
4.56,0.019,GPR ns151,151,0,151,41,41,107.71149699537526,107.5519443432549,100.14834938884148
4.56,0.019,GPR ns151,151,0,151,42,42,106.128038078131,106.12795411190513,100.00007911791627
4.56,0.019,GPR ns151,151,0,151,43,43,92.08822531148628,92.1181977931698,99.96746301772987
4.56,0.019,GPR ns151,151,0,151,44,44,99.78990739030901,99.73656689753918,100.05348138042955
4.56,0.019,GPR ns151,151,0,151,45,45,94.70744690465769,94.70390580674804,100.00373912551913
4.56,0.019,GPR ns151,151,0,151,46,46,86.9733104621487,86.97475950670842,99.99833394818458
4.56,0.019,GPR ns151,151,0,151,47,47,86.84598362876493,86.82296561844338,100.02651143065385
4.56,0.019,GPR ns151,151,0,151,48,48,85.78977297172615,85.78800427195256,100.00206170989591
4.56,0.019,GPR ns151,151,0,151,49,49,82.5879420092617,82.6164074553664,99.96554504488702
4.56,0.019,GPR ns151,151,0,151,50,50,76.45487364934002,76.44357202821938,100.01478426612046
4.56,0.019,GPR ns151,151,0,151,51,51,80.03109245221084,80.0419801270798,99.98639754432403
4.56,0.019,GPR ns151,151,0,151,52,52,72.94212348895802,72.95290337468802,99.98522350005094
4.56,0.019,GPR ns151,151,0,151,53,53,76.78811886236907,76.78509512378666,100.00393792386079
4.56,0.019,GPR ns151,151,0,151,54,54,71.94510705192155,71.9428553152084,100.00312989622566
4.56,0.019,GPR ns151,151,0,151,55,55,72.68760747349285,72.70191755692801,99.98031677304253
4.56,0.019,GPR ns151,151,0,151,56,56,69.9946911568315,69.99467686602763,100.0000204169867
4.56,0.019,GPR ns151,151,0,151,57,57,72.8129444567625,72.79905206979346,100.01908319761597
4.56,0.019,GPR ns151,151,0,151,58,58,67.47788797246046,67.45129978632069,100.03941834512308
4.56,0.019,GPR ns151,151,0,151,59,59,69.51114228259085,69.51842971275073,99.98951726874444
4.56,0.019,GPR ns151,151,0,151,60,60,64.52495191543893,64.49922125872774,100.03989297267323
4.56,0.019,GPR ns151,151,0,151,61,61,72.71764022194331,72.72548181037921,99.98921755038167
4.56,0.019,GPR ns151,151,0,151,62,62,64.90202526802156,64.90745376226248,99.99163656263455
4.56,0.019,GPR ns151,151,0,151,63,63,60.40412959830354,60.38031151006408,100.03944677932887
4.56,0.019,GPR ns151,151,0,151,64,64,57.15828725162541,57.14428335568313,100.02450620625534
4.56,0.019,GPR ns151,151,0,151,65,65,58.588498113713754,58.59187001623926,99.99424510171023
4.56,0.019,GPR ns151,151,0,151,66,66,57.10323003448643,57.08094315847006,100.03904433736228
4.56,0.019,GPR ns151,151,0,151,67,67,55.05200411978998,55.047099435236674,100.00890997818891
4.56,0.019,GPR ns151,151,0,151,68,68,52.46357557090257,52.47381616463028,99.98048437396743
4.56,0.019,GPR ns151,151,0,151,69,69,53.070934949503986,53.064898970320606,100.01137471153343
4.56,0.019,GPR ns151,151,0,151,70,70,52.36852443673317,52.36574125290374,100.00531489436193
4.56,0.019,GPR ns151,151,0,151,71,71,51.26301416402887,51.25996309204636,100.00595215407593
4.56,0.019,GPR ns151,151,0,151,72,72,49.30127461706895,49.3101238564563,99.98205390963301
4.56,0.019,GPR ns151,151,0,151,73,73,49.84619345350049,49.85744987335465,99.97742279261624
4.56,0.019,GPR ns151,151,0,151,74,74,47.650923058260815,47.61811445363352,100.06889941990299
4.56,0.019,GPR ns151,151,0,151,75,75,49.01971703930427,48.937388024041475,100.16823336632177
4.56,0.019,GPR ns151,151,0,151,76,76,53.25498037871397,53.08534496928324,100.3195522408847
4.56,0.019,GPR ns151,151,0,151,77,77,46.461156642562834,46.45745188454769,100.00797451832777
4.56,0.019,GPR ns151,151,0,151,78,78,44.862641803013965,44.86899341820426,99.98584408807415
4.56,0.019,GPR ns151,151,0,151,79,79,38.08132640381553,38.11450528648976,99.91294945998948
4.56,0.019,GPR ns151,151,0,151,80,80,43.7051129878465,43.71260427504372,99.98286240931772
4.56,0.019,GPR ns151,151,0,151,81,81,42.300239961201044,42.30656740299899,99.98504383081313
4.56,0.019,GPR ns151,151,0,151,82,82,44.126818404868516,44.12734085716196,99.99881603494954
4.56,0.019,GPR ns151,151,0,151,83,83,40.608492953643,40.60859982988302,99.9997368137772
4.56,0.019,GPR ns151,151,0,151,84,84,42.9204189819795,42.919189439208886,100.00286478562778
4.56,0.019,GPR ns151,151,0,151,85,85,38.387270682917176,38.38730811000494,99.99990250140058
4.56,0.019,GPR ns151,151,0,151,86,86,40.94217339004048,40.95189260220432,99.97626675705017
4.56,0.019,GPR ns151,151,0,151,87,87,36.384519511441994,36.38449251974828,100.00007418460956
4.56,0.019,GPR ns151,151,0,151,88,88,36.09893643909677,36.091072681941604,100.02178864902261
4.56,0.019,GPR ns151,151,0,151,89,89,35.037488186737555,35.060728483570244,99.93371416442879
4.56,0.019,GPR ns151,151,0,151,90,90,33.70393793420968,33.69457160661348,100.02779773461894
4.56,0.019,GPR ns151,151,0,151,91,91,35.951305147055805,35.95122068644328,100.00023493113979
4.56,0.019,GPR ns151,151,0,151,92,92,35.3808061158807,35.381411332147955,99.99828945131223
4.56,0.019,GPR ns151,151,0,151,93,93,33.01832981963752,33.01805358305483,100.00083662285542
4.56,0.019,GPR ns151,151,0,151,94,94,34.77999470069457,34.772571776805336,100.02134706612121
4.56,0.019,GPR ns151,151,0,151,95,95,31.437172471579487,31.435906399745146,100.00402747042901
4.56,0.019,GPR ns151,151,0,151,96,96,31.32906935192139,31.33279306754335,99.98811559628938
4.56,0.019,GPR ns151,151,0,151,97,97,27.836621819076594,27.849895084166995,99.95233998171165
4.56,0.019,GPR ns151,151,0,151,98,98,29.927490807946207,29.92972158716103,99.99254660886729
4.56,0.019,GPR ns151,151,0,151,99,99,30.146785820759522,30.1478135489837,99.99659103562351
4.56,0.019,GPR ns151,151,0,151,100,100,31.356812226882646,31.354532392893162,100.00727114651532
4.56,0.019,GPR ns151,151,0,151,101,101,28.61832754815362,28.62045780564059,99.99255687137698
4.56,0.019,GPR ns151,151,0,151,102,102,31.56699130264153,31.566989205861393,100.00000664231905
4.56,0.019,GPR ns151,151,0,151,103,103,21.896189195491303,21.8865575711995,100.0440070315328
4.56,0.019,GPR ns151,151,0,151,104,104,26.849232378691447,26.850312991560486,99.99597541797975
4.56,0.019,GPR ns151,151,0,151,105,105,30.590436574648237,30.590366094950664,100.00023039834619
4.56,0.019,GPR ns151,151,0,151,106,106,26.068168614083948,26.069442821531823,99.99511225668842
4.56,0.019,GPR ns151,151,0,151,107,107,27.767704921485514,27.767327930083976,100.00135767979724
4.56,0.019,GPR ns151,151,0,151,108,108,24.54192996999739,24.541593105325816,100.00137262756387
4.56,0.019,GPR ns151,151,0,151,109,109,21.755773736494678,21.741589152495667,100.06524170749213
4.56,0.019,GPR ns151,151,0,151,110,110,24.25502563781895,24.253844611081668,100.00486944134515
4.56,0.019,GPR ns151,151,0,151,111,111,27.905929198740584,27.905179589247386,100.00268627367474
