point,mu1,mu2,n_primary,n_tot,requested_secondary_error_percent,actual_secondary_error_percent,ann_secondary_error_percent,state_error_percent_vs_hdm,state_error_percent_vs_linear_prom,primary_q_error_percent_vs_linear_prom,total_q_error_percent_vs_linear_prom,n_time_used,online_solve_elapsed_s,num_iterations,jac_time_s,res_time_s,ls_time_s
offgrid1,4.56,0.019,10,151,75.0,75.0,14.87522957424728,8.459882556767829,8.488675137866664,12.301723341486223,20.186497825858655,501,115.82815837860107,1482,42.310872077941895,4.756452560424805,41.56936264038086
offgrid2,5.19,0.026,10,151,0.0,0.0,17.330151513322164,0.4717105568058735,0.0005585244274665042,0.0013009762008819794,0.0012730430419075317,501,150.70791172981262,1500,53.89782500267029,5.644399404525757,52.93566417694092
offgrid2,5.19,0.026,10,151,100.0,99.99999999999999,17.330151513322164,13.559653889139266,13.610885178741203,24.38324270501109,31.529260983830582,501,146.57169651985168,1478,53.303369760513306,5.649855613708496,53.2608425617218
offgrid2,5.19,0.026,10,151,10.0,10.0,17.330151513322164,0.9907660546244541,0.9269962898378993,0.7457407768832908,2.186455780746654,501,155.4130461215973,1500,56.74106454849243,6.057502508163452,55.51846623420715
offgrid2,5.19,0.026,10,151,15.0,14.999999999999996,17.330151513322164,1.443309281766538,1.4207135579487595,1.3086136787466733,3.346328217314192,501,147.02283358573914,1500,53.94110155105591,5.839829206466675,53.253491163253784
offgrid2,5.19,0.026,10,151,17.330151513322,17.330151513321997,17.330151513322164,1.6704081246411453,1.6595289946725327,1.615689878229774,3.9061499959354826,501,149.6943736076355,1500,53.69427680969238,5.771754741668701,56.015421628952026
offgrid2,5.19,0.026,10,151,1.0,0.9999999999999999,17.330151513322164,0.4706484211647232,0.09006297604861892,0.05426312084850624,0.2128385448967387,501,144.02978134155273,1500,50.860403299331665,5.541848421096802,50.984684228897095
offgrid2,5.19,0.026,10,151,20.0,20.0,17.330151513322164,1.9412166592523692,1.9406176924290202,2.0022095756004497,4.564086087160022,501,142.94973230361938,1500,51.090134382247925,5.466598749160767,53.358553409576416
offgrid2,5.19,0.026,10,151,30.0,29.999999999999993,17.330151513322164,3.0483233012061435,3.0705628102692635,3.768575316187207,7.199416637954732,501,149.87378454208374,1498,54.93760871887207,5.5227203369140625,55.05937218666077
offgrid2,5.19,0.026,10,151,3.0,2.9999999999999996,17.330151513322164,0.5179473587981204,0.27148387598196866,0.1740995985356386,0.641366233056628,501,152.6184585094452,1500,54.92597055435181,5.819950103759766,53.54367518424988
offgrid2,5.19,0.026,10,151,50.0,49.99999999999999,17.330151513322164,5.665825832276676,5.706177087808166,8.603466887657007,13.307040843861042,501,141.75242495536804,1494,51.48763155937195,5.344914674758911,51.574076890945435
offgrid2,5.19,0.026,10,151,5.0,5.0,17.330151513322164,0.6181724041454365,0.4552076050749495,0.3125317689961066,1.0749641145081856,501,146.55773067474365,1500,52.874022483825684,5.625113487243652,51.90661263465881
offgrid2,5.19,0.026,10,151,75.0,75.0,17.330151513322164,9.500836967041915,9.54900043226798,16.24142190135617,22.170538468123898,501,144.10459303855896,1489,51.99220848083496,5.556425094604492,52.47355651855469
verification,4.875,0.0225,10,151,0.0,0.0,11.425145060141109,0.4130683275974209,0.00042895183725441435,0.0010230597571910254,0.0009997816255834326,501,70.39404511451721,1500,27.70027470588684,3.593747854232788,26.951632738113403
verification,4.875,0.0225,10,151,100.0,100.00000000000003,11.425145060141109,14.93469811199625,14.980060716650536,29.50556752453284,35.79530104107212,501,65.83843731880188,1435,25.506458044052124,3.481046438217163,25.293118476867676
verification,4.875,0.0225,10,151,10.0,10.000000000000002,11.425145060141109,0.9052865852359855,0.8521878627402091,0.27464415200658093,2.137978610000865,501,67.11693072319031,1500,26.708242654800415,3.573899745941162,26.37300205230713
verification,4.875,0.0225,10,151,11.425145060141,11.425145060141002,11.425145060141109,1.0129305213269526,0.9724213594370893,0.29153904706721095,2.4400377626789775,501,68.09217619895935,1500,27.25110101699829,3.5640621185302734,26.71489453315735
verification,4.875,0.0225,10,151,15.0,15.0,11.425145060141109,1.2951603367258697,1.2772992654364153,0.39415091752030806,3.204828869105198,501,67.89203691482544,1500,26.525909900665283,3.551687002182007,26.63734006881714
verification,4.875,0.0225,10,151,1.0,1.0000000000000002,11.425145060141109,0.41413913422219406,0.08725465186649432,0.0524554778991894,0.21821308926773678,501,69.71192145347595,1500,27.120633602142334,3.615030527114868,26.958370685577393
verification,4.875,0.0225,10,151,20.0,20.000000000000004,11.425145060141109,1.7174211243365742,1.7195892269588366,0.7730653984769825,4.308875695744448,501,67.36371850967407,1499,26.626452445983887,3.5943551063537598,26.10312509536743
verification,4.875,0.0225,10,151,30.0,30.0,11.425145060141109,2.6843838245489224,2.7088821410604336,2.288716121354955,6.744835651251116,501,70.79231119155884,1497,27.362682580947876,3.6070027351379395,27.340625047683716
verification,4.875,0.0225,10,151,3.0,3.0,11.425145060141109,0.46623469820812863,0.25996656624190145,0.13939427302335655,0.650737340611354,501,68.16922307014465,1500,26.88180685043335,3.5457334518432617,27.069512605667114
verification,4.875,0.0225,10,151,50.0,50.000000000000014,11.425145060141109,5.30507681212307,5.346832067866349,7.823435867043386,13.073846066877106,501,68.82357835769653,1489,26.700806617736816,3.5710270404815674,26.346779346466064
verification,4.875,0.0225,10,151,5.0,5.000000000000001,11.425145060141109,0.565815233585849,0.43051892434788797,0.20104879150775046,1.0785783629125403,501,66.86315679550171,1500,26.352312564849854,3.4778459072113037,26.33260178565979
verification,4.875,0.0225,10,151,75.0,75.00000000000001,11.425145060141109,9.824347765894435,9.870299583382053,18.053315012919185,23.755489392045202,501,67.40392708778381,1474,26.393089294433594,3.524550437927246,26.164899349212646
