basis,basis_path,mu1,mu2,step,time,coordinate_sigma_max,coordinate_fro,mass_state_gain,hll_rank,hll_condition,hll_min_kept_eigenvalue,hll_max_eigenvalue,cancellation_relative_residual,coordinate_sigma_1,coordinate_sigma_2,coordinate_sigma_3,coordinate_sigma_4,coordinate_sigma_5,coordinate_sigma_6,coordinate_sigma_7,coordinate_sigma_8,coordinate_sigma_9,coordinate_sigma_10
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,406,20.3,0.0299361056559168,0.033739085725805834,0.029936105655916773,10,1.0142044443694516,0.9948166033722711,1.0089474204726792,0.9999964064249642,0.0299361056559168,0.011786294405564897,0.007453152364261061,0.005156202552059863,0.0035480529423529915,0.002122342768616423,0.0014284022605505879,0.0010690463034859154,0.0006788434984538545,0.0006048165110824345
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,406,20.3,0.011019791098356168,0.01249806080610231,0.011176739785742126,10,1.00857813034134,0.9947934463254583,1.0033269141707488,0.999999463723145,0.011019791098356168,0.0036013238539346058,0.00276221032614516,0.002140505800865662,0.002065175014409016,0.0017744721697453062,0.001197611315405967,0.0007242396918073629,0.0004263565276139797,0.00017420788542257804
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,407,20.35,0.029933372466829738,0.03372605533066095,0.02993337246682972,10,1.014167294152078,0.9948504042222791,1.00894474253621,0.999996409644726,0.029933372466829738,0.011775122032441113,0.0074587929505355675,0.005122451754797445,0.003534273245039693,0.002105624243782211,0.0014241206320120393,0.001065453547126289,0.0006781629309712521,0.0006045338432376146
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,407,20.35,0.01101911822720201,0.012488035536734337,0.01117530739764303,10,1.008527706259769,0.9948312019933254,1.0033148302619774,0.9999994646380588,0.01101911822720201,0.003570053048315261,0.002759956600106664,0.0021411879253117245,0.0020581238337351515,0.0017849858106009032,0.0011941364752140482,0.0007237536371023978,0.00042542475999955514,0.00017298726489089363
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,408,20.400000000000002,0.02993116458850794,0.03371360681669416,0.029931164588507916,10,1.014130141212111,0.9948851379275737,1.0089430054163209,0.9999964127356596,0.02993116458850794,0.011763865614669942,0.007463155047197799,0.005091602294480878,0.0035200165409429904,0.002088800259256164,0.001419882618529122,0.001061774170372156,0.0006775057863466562,0.0006041452484454427
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,408,20.400000000000002,0.011007951031280636,0.012469455829675858,0.011162507333929116,10,1.0084755578975952,0.9948706889764589,1.0033027731014994,0.9999994662820234,0.011007951031280636,0.0035400577852921417,0.0027578347818120407,0.0021444412010091234,0.0020496424860940035,0.0017957350929738247,0.0011906448563672586,0.0007233347599441536,0.0004243076270948996,0.000171664653648106
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,409,20.450000000000003,0.029929686140012523,0.03370155606678727,0.029929686140012502,10,1.014093175579614,0.9949206840555658,1.0089422759437505,0.9999964157361663,0.029929686140012523,0.011751459203354821,0.007466530877489761,0.005063495898027022,0.003504954721566792,0.002071972106162362,0.0014156931344797184,0.0010580153644698868,0.0006768693331169279,0.0006036470455995855
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,409,20.450000000000003,0.01098406353987956,0.012440566140345317,0.011136068169743494,10,1.008421825523891,0.9949118028531851,1.0032907764684746,0.9999994688013045,0.01098406353987956,0.003511965642051243,0.002756015760420443,0.002150127831302226,0.002039895938386163,0.0018068349878604915,0.001187032463739079,0.0007229777554242347,0.00042294511218161874,0.00017030920436652232
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,410,20.5,0.029928926960656462,0.03368931101506448,0.02992892696065644,10,1.014056591545655,0.9949569096171291,1.0089426125011443,0.999996418771028,0.029928926960656462,0.011736044008306775,0.007469473477159869,0.0050379463934971825,0.0034887761403213954,0.0020552326344187018,0.0014115533233704275,0.0010541929153264481,0.0006762506451415116,0.0006030590662811337
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,410,20.5,0.010951859686106116,0.012405301041796364,0.011100954016065992,10,1.0083666747606057,0.9949544129067125,1.0032788728811324,0.9999994718552533,0.010951859686106116,0.003485984150767085,0.002754656287243565,0.0021577853737212863,0.0020290522823414618,0.0018183526375386162,0.0011832909158648833,0.0007226769919785107,0.0004213700996064946,0.00016898878092259036
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,411,20.55,0.02992866415662987,0.033676015887992496,0.029928664156629852,10,1.0140205768227213,0.9949936789873873,1.008944064301752,0.999996422020973,0.02992866415662987,0.011715426629445667,0.007472618284750579,0.005014799792024321,0.003471320255545502,0.002038642934838342,0.0014074618163894745,0.0010503208501673942,0.000675647332047991,0.0006024072475161496
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,411,20.55,0.010918985788340694,0.012370311549982005,0.011065579502263573,10,1.0083103009715166,0.9949983587313573,1.00326709455858,0.9999994748756739,0.010918985788340694,0.0034619164021737732,0.002753831741631243,0.002166866279982916,0.0020173521449202724,0.0018301526922081827,0.0011795090649258464,0.0007224265383437411,0.00041968615026474304,0.000167769275401144
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,412,20.6,0.02992852269892028,0.033660972286226595,0.029928522698920275,10,1.0139853138002741,0.9950308519641828,1.008946670669856,0.9999964256338744,0.02992852269892028,0.011688224879401632,0.007476469023875217,0.004993952352078569,0.003452696236763509,0.00202223006763357,0.0014034158458965512,0.0010464061596470126,0.0006750577466216181,0.0006017173128070388
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,412,20.6,0.010890788713951133,0.012340147535733977,0.011035754512638324,10,1.0082529402989626,0.9950434397805039,1.0032554738838868,0.9999994774783266,0.010890788713951133,0.003439354226509713,0.002753500958244057,0.002177044272143863,0.0020051053447307583,0.0018418424968152643,0.0011758211024779234,0.0007222197608826819,0.00041800727271489973,0.00016672627805315704
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,413,20.650000000000002,0.02992807721320988,0.033644074137420654,0.02992807721320987,10,1.0139509836604212,0.9950682790512017,1.0089504603532484,0.999996429633127,0.02992807721320988,0.011654951343963313,0.007481246471478762,0.004975345357977309,0.0034333169021879967,0.0020060024795917927,0.00139941276588294,0.0010424503043364238,0.0006744809248181024,0.0006010188955799483
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,413,20.650000000000002,0.010866647423495133,0.012314117376112689,0.01101075689606192,10,1.0081948754465848,0.9950894094173032,1.0032440431856937,0.9999994797248144,0.010866647423495133,0.0034179131715065276,0.002753535684947619,0.002188341223369223,0.001992646818972062,0.0018529000011088383,0.0011723365822133612,0.0007220488341424071,0.000416399727296878,0.00016594555416927506
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,414,20.700000000000003,0.029926960375451523,0.033625864213195966,0.029926960375451502,10,1.0139177547498677,0.9951058122819763,1.0089554509274847,0.9999964339057674,0.029926960375451523,0.011617977347876155,0.007486848744383304,0.004958958665039271,0.0034137929481908285,0.001989969638620902,0.0013954511319356222,0.0010384542589272007,0.0006739167563403613,0.0006003478925683317
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,414,20.700000000000003,0.01084063977852558,0.012286936762043666,0.010984153515909027,10,1.0081364165754085,0.9951359929677571,1.0032328339557257,0.9999994820624829,0.01084063977852558,0.0033973708996333455,0.0027538052603960053,0.002200999128956198,0.001980273417282461,0.0018629156237819468,0.0011690975347605926,0.0007219042391338412,0.00041486422942115127,0.00016549938229629794
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,415,20.75,0.02992494382132143,0.03360712852342029,0.029924943821321406,10,1.01388578106762,0.9951433061938765,1.0089616482745922,0.9999964382877596,0.02992494382132143,0.011580202623990095,0.007492904602318306,0.004944812706267732,0.003394722595672729,0.0019741547234322357,0.0013915311668171268,0.0010344245196248195,0.0006733659549103016,0.000599747305447634
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,415,20.75,0.010806039524987893,0.012252699558580436,0.010948718599618322,10,1.0080778878101633,0.9951829003294658,1.00322187614892,0.999999484986692,0.010806039524987893,0.003377650811393917,0.0027542675793963073,0.002215212526248627,0.0019681980344885943,0.0018718245841305887,0.0011660836481292378,0.0007217743147158685,0.00041336167949076704,0.00016542952443387613
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,416,20.8,0.02992197375418335,0.03358826444275088,0.02992197375418334,10,1.0138552096799767,0.9951806101131131,1.0089690461356773,0.9999964426965501,0.02992197375418335,0.011543134069039387,0.007498867377896433,0.004932983618350521,0.003376469256200538,0.0019585951896461395,0.0013876544640872778,0.0010303748024177847,0.0006728296778266745,0.0005992618698184666
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,416,20.8,0.010760319438146308,0.012209254044910044,0.010901793103570144,10,1.0080196219786264,0.9952298309071549,1.0032111979328826,0.999999488672535,0.010760319438146308,0.0033587231568353183,0.0027550108587025067,0.002230889027728466,0.0019565294165129524,0.0018800034663025737,0.0011632503328424778,0.0007216451595509168,0.00041185675448163466,0.00016573636284611604
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,417,20.85,0.02991816369265414,0.03356882702133842,0.02991816369265413,10,1.0138261707356075,0.9952175776449853,1.0089776257925827,0.9999964472258721,0.02991816369265414,0.011505531201322385,0.007504114215126334,0.0049236139994938925,0.003359036625148444,0.0019433332753677852,0.0013838220437190913,0.0010263206174918797,0.0006723091560936267,0.00059892180260538
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,417,20.85,0.010706885533811241,0.012159680938881848,0.01084704288714329,10,1.0079619385743963,0.9952764958287216,1.0032008261530503,0.9999994928553121,0.010706885533811241,0.003340538717066781,0.0027562220926748613,0.0022475984381488453,0.0019452775220549362,0.001888157398372233,0.001160566498148127,0.0007215010852351213,0.00041034845439292357,0.00016636571836742357
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,418,20.900000000000002,0.02991375837467832,0.03354766617137655,0.029913758374678315,10,1.0137987720615769,0.9952540718470946,1.0089873559278688,0.9999964521164585,0.02991375837467832,0.011463791058807763,0.007508045502902066,0.0049168880039641635,0.003342132997808136,0.0019284044899158881,0.0013800321115744257,0.0010222718435191568,0.0006718051285414384,0.0005987301201545665
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,418,20.900000000000002,0.010652358163704433,0.012109872519097158,0.010791429680217884,10,1.007905131472888,0.9953226321385452,1.0031907884035414,0.9999994970402711,0.010652358163704433,0.0033230477531347976,0.002758105566816173,0.002264789408747826,0.0019344077321462624,0.001897053994344414,0.0011580257470992783,0.0007213255578796101,0.0004088648771838735,0.00016721966635567534
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,419,20.950000000000003,0.029909082660603752,0.033523660111191136,0.029909082660603728,10,1.0137731089306274,0.9952899556434226,1.0089981926200589,0.9999964576020007,0.029909082660603752,0.011414087948698252,0.007510190770565026,0.004912967913659002,0.0033253859784393176,0.0019138305464777433,0.0013762799680602064,0.0010182280946801558,0.0006713173273258025,0.0005986631747639966
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,419,20.950000000000003,0.010601490518474234,0.012064079591909723,0.010739743039020295,10,1.0078494813274637,0.995367995820204,1.0031811183173496,0.9999995008761133,0.010601490518474234,0.0033062761568812367,0.0027608078897888807,0.0022821270893057586,0.0019239878474955991,0.0019071748579964829,0.001155626803584373,0.0007211024084882064,0.00040742637815285133,0.00016818288384673493
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,420,21.0,0.029904484120945887,0.03349652638539303,0.02990448412094587,10,1.0137492583733403,0.9953250975529067,1.0090100794846317,0.9999964637395061,0.029904484120945887,0.011354786519582945,0.007510330010002805,0.004911918134056997,0.003308542772207294,0.0018996187899958923,0.0013725599747205785,0.0010141783849741367,0.0006708448584382602,0.0005986797972374668
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,420,21.0,0.010553485553561674,0.01202170626394356,0.010690783334773598,10,1.0077952643981998,0.9954123655583585,1.0031718681331234,0.9999995044157429,0.010553485553561674,0.0032903743507378194,0.0027644064177041144,0.0022996729354292905,0.0019202582479978232,0.0019125222640297447,0.0011533426490001675,0.0007208171953965199,0.0004060113248302097,0.00016913694639657056
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,421,21.05,0.0299002761650099,0.033467162566159114,0.029900276165009895,10,1.0137272704223006,0.9953593806425343,1.009022948027988,0.9999964703388828,0.0299002761650099,0.011287549865611904,0.0075086232363773976,0.004913643377340254,0.0032915368221146184,0.0018857685089924638,0.0013688684579742237,0.0010101065210375566,0.0006703870309215667,0.0005987378729376089
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,421,21.05,0.010502679008892407,0.011977913373083864,0.01063831390486208,10,1.007742783925075,0.9954555453543187,1.0031631425490148,0.9999995080591763,0.010502679008892407,0.0032755643734059697,0.002768974018092595,0.002317755981157696,0.0019330663200160124,0.0019032071384834164,0.0011511080094711308,0.0007204584908011784,0.00040455564053247024,0.0001699775914768457
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,422,21.1,0.029896690157776972,0.03343728815318139,0.029896690157776958,10,1.0137071777128108,0.9953926936821177,1.0090367182284519,0.999996477039037,0.029896690157776972,0.011216457049358728,0.007505689008755988,0.004917872970658098,0.0032744082926122325,0.0018722808432006036,0.0013652063399954056,0.0010059989587917811,0.0006699436713872725,0.0005988103670923953
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,422,21.1,0.010443177531840873,0.011927643006974957,0.010576186525150409,10,1.007692500524433,0.9954973452453251,1.0031552090956963,0.9999995122183791,0.010443177531840873,0.0032620053467844606,0.002774658637993841,0.0023366033120777725,0.0019476909213458314,0.0018937550547226166,0.0011488414859964404,0.0007200183727399045,0.0004029881923000191,0.00017063244091398245
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,423,21.150000000000002,0.029893846086381532,0.033408542067902676,0.029893846086381515,10,1.013688995755428,0.9954249315917295,1.009051299255136,0.999996483497187,0.029893846086381532,0.011145518639851438,0.00750254094338694,0.0049242220770759045,0.0032571407034364466,0.001859166417198556,0.0013615791488762366,0.0010018489969863353,0.0006695150697283927,0.0005988863789463242
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,423,21.150000000000002,0.010373608011806175,0.01186969648086895,0.01050339678065612,10,1.0076454935872035,0.9955375723788004,1.0031489485042426,0.9999995169842206,0.010373608011806175,0.0032496741577676532,0.0027816843625543537,0.0023559900036938,0.001963347824936959,0.0018846708902111504,0.0011464901210806466,0.0007194919714501469,0.0004012794299128479,0.00017105531740959035
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,424,21.200000000000003,0.02989174894365438,0.03338160904291321,0.029891748943654373,10,1.013672712799294,0.9954560062841618,1.0090665903624172,0.9999964895709567,0.02989174894365438,0.011076203987051052,0.007500341892812859,0.004932317194455124,0.003239553159743416,0.0018464479173622586,0.0013579938023628375,0.0009976566994814601,0.0006691015989041834,0.0005989604424401041
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,424,21.200000000000003,0.010298165986396969,0.011807577910899127,0.01042497715913585,10,1.0076051188991129,0.9955760373537542,1.0031475114909372,0.9999995220645346,0.010298165986396969,0.003238340608478056,0.0027902472102949325,0.0023752156825150783,0.0019796364804658966,0.0018759471024665931,0.0011440636345613475,0.0007188769553144296,0.0003994680603080669,0.00017121908470988588
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,425,21.25,0.029890311122291853,0.03335599471596189,0.02989031112229183,10,1.0136582967427692,0.9954858410172177,1.009082482037056,0.999996495364346,0.029890311122291853,0.011006797447936836,0.007500051830189147,0.004941919479642382,0.003221363995822662,0.0018341568065294328,0.0013544546885071406,0.0009934259097839305,0.0006687028552317531,0.0005990205427252187
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,425,21.25,0.01022330523683184,0.011746613532506759,0.010348140643125904,10,1.0075752337819623,0.995612549029271,1.0031545468444232,0.9999995270259662,0.01022330523683184,0.003227660576233836,0.0028003883804653845,0.0023934611697500768,0.0019960442023817908,0.0018675247174601895,0.0011416302879613917,0.0007181732262981016,0.0003976407346127004,0.00017112448493471623
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,426,21.3,0.0298893929715054,0.03333054655139075,0.02988939297150538,10,1.0136457007822615,0.9955143661476127,1.0090988573125057,0.9999965011183394,0.0298893929715054,0.010933908581751315,0.0075021383768771365,0.004952973137232708,0.0032023817141603322,0.0018223244678631976,0.001350961382339501,0.0009891588209760514,0.0006683172964472726,0.000599037781373794
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,426,21.3,0.010152718193337809,0.011689706328022239,0.010276708889235871,10,1.0075521574192328,0.995646916842858,1.0031661990928291,0.9999995316377682,0.010152718193337809,0.0032173529671266714,0.0028119820249525693,0.0024102448534546674,0.002011949057437486,0.001859367838100497,0.0011392742224129878,0.000717382660392993,0.0003958774149442615,0.0001708031460320845
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,427,21.35,0.029888849743393935,0.033304317730394196,0.02988884974339392,10,1.0136348547533964,0.995541529001455,1.009115593150364,0.9999965070307335,0.029888849743393935,0.010854979943002958,0.0075064841687737,0.004965546172663133,0.003182680255958012,0.0018109724451963224,0.0013475090682981907,0.0009848525684570696,0.0006679429588858043,0.0005989655215289852
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,427,21.35,0.01008468677035469,0.01163521866744063,0.010208344554599404,10,1.0075327823532847,0.9956789721880857,1.0031792051793207,0.999999536035038,0.01008468677035469,0.0032073577959277288,0.0028249047571264996,0.002425624211676198,0.002026778950437254,0.0018514939815932197,0.0011370446002745122,0.0007165092967655767,0.00039420307400166296,0.00017031591839621185
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,428,21.400000000000002,0.029888573061169356,0.03327722977172168,0.029888573061169346,10,1.0136256677681992,0.9955672928268269,1.0091325619997706,0.9999965131185096,0.029888573061169356,0.010770217699134539,0.007512487734897575,0.0049796920121539,0.0031626432967040365,0.0018001068982260366,0.0013440915900689676,0.0009805012891911443,0.0006675783224944572,0.0005987525306522604
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,428,21.400000000000002,0.010014107204353983,0.011578837235703377,0.010137022449910865,10,1.0075162835415532,0.9957085783120617,1.003192606311412,0.9999995405622056,0.010014107204353983,0.0031978642616331465,0.0028392680807928184,0.0024399850907970205,0.002040240496011555,0.0018439652112788802,0.0011349337217378152,0.000715559205257854,0.0003925774784719229,0.00016975490956964856
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,429,21.450000000000003,0.029888516656859692,0.03325010323693841,0.029888516656859678,10,1.0136180368861343,0.9955916299879851,1.009149633528688,0.9999965192119671,0.029888516656859692,0.010682673953889466,0.007519260640294237,0.004995316565438109,0.003142828592584175,0.001789718289584546,0.0013407047631079254,0.000976101029786002,0.0006672227422449374,0.000598359892188111
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,429,21.450000000000003,0.009937378833933053,0.011517743718687308,0.010058592776553032,10,1.007502423494215,0.9957356306475198,1.0032060610369167,0.999999545439132,0.009937378833933053,0.003189204404943917,0.0028554744747610384,0.0024535897343369124,0.0020524573625489307,0.001836844015285329,0.0011328967987606156,0.0007145387767735971,0.00039092745364395417,0.00016922832963998507
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,430,21.5,0.029888701204407474,0.033224048395366475,0.02988870120440745,10,1.0136118421314486,0.9956145285521796,1.0091666763386085,0.9999965250815925,0.029888701204407474,0.010596383341169427,0.007525834203026936,0.005012138566035597,0.003123710762334013,0.0017797863483992316,0.0013373474200832395,0.0009716551688858246,0.0006668764790679863,0.0005977743901095619
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,430,21.5,0.009855886743992284,0.0114534335457115,0.009974644716963021,10,1.0074910877876675,0.9957600662540506,1.0032193923258133,0.9999995505427143,0.009855886743992284,0.0031817189835625214,0.002873975714474971,0.0024662769611739667,0.0020639086847690285,0.0018301396420221936,0.0011308930278007973,0.0007134526955045079,0.0003891980615068918,0.0001688290264058758
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,431,21.55,0.02988919976221159,0.033199708317121865,0.02988919976221158,10,1.0136069451584795,0.9956359952774375,1.0091835596629857,0.9999965305948482,0.02988919976221159,0.01051395122454022,0.007531338943183633,0.0050297653806089275,0.003105466492765132,0.001770288879665391,0.0013340201186091214,0.0009671786460077648,0.0006665400898780987,0.0005970165381030868
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.875,0.0225,431,21.55,0.009775266924426389,0.011390900302010001,0.009891586595817374,10,1.0074821757896744,0.995781864247229,1.0032324792036964,0.999999555479696,0.009775266924426389,0.0031757011180710204,0.0028948621947484376,0.0024775718577862396,0.0020752278351599727,0.0018237892522435927,0.001128915168605449,0.0007123034239392474,0.0003873839599218874,0.00016861036641189762
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.875,0.0225,432,21.6,0.0298901093409316,0.03317689984469091,0.02989010934093159,10,1.013603197713454,0.995656049076813,1.0092001551670016,0.9999965357899506,0.0298901093409316,0.01043527462154823,0.007535149491171743,0.00504782711268256,0.0030879390410554616,0.001761208789095641,0.001330722756310389,0.0009626972647917436,0.0006662136843940601,0.0005961378864843004
