basis,basis_path,mu1,mu2,step,time,coordinate_sigma_max,coordinate_fro,mass_state_gain,hll_rank,hll_condition,hll_min_kept_eigenvalue,hll_max_eigenvalue,cancellation_relative_residual,coordinate_sigma_1,coordinate_sigma_2,coordinate_sigma_3,coordinate_sigma_4,coordinate_sigma_5,coordinate_sigma_6,coordinate_sigma_7,coordinate_sigma_8,coordinate_sigma_9,coordinate_sigma_10
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,439,21.950000000000003,0.03250159848771949,0.035543581625193325,0.03250159848771947,10,1.0141059266546182,0.9962056184437419,1.0102580218304278,0.9999960750163085,0.03250159848771949,0.009818787615160971,0.008756277314865647,0.004562889045408032,0.0026099406593212884,0.0016790397063739645,0.001319763869370294,0.0009159538117892298,0.0007027100503051631,0.0006211580723872478
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,439,21.950000000000003,0.009308824368210926,0.011547640898582307,0.009411841091031532,10,1.0079444118057197,0.9958459913424312,1.0037574019927307,0.9999995489331981,0.009308824368210926,0.0036653049207808043,0.0035109004419925692,0.0030151963287493202,0.002447509972371372,0.0017989873584113181,0.001250141967723116,0.0008781649823506113,0.0004523058473475719,0.0002761130055085324
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,440,22.0,0.032503299006686845,0.035543240794697145,0.03250329900668683,10,1.014048548260182,0.9962615189742905,1.010257547003363,0.9999960755549749,0.032503299006686845,0.009865775078062827,0.008734112490069914,0.004503067341695583,0.002591679093994537,0.001672877497909733,0.0013163016034559568,0.0009135524966833736,0.0007024396283693331,0.0006210445648624866
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,440,22.0,0.009320644200303154,0.011554331629548121,0.009423491068725495,10,1.007902425527879,0.9958798436176334,1.0037497099165376,0.9999995484555209,0.009320644200303154,0.0036827064258039806,0.003498827915438127,0.0030125917166327998,0.0024344831505849936,0.001792646953567159,0.0012490916154937765,0.0008766638289193012,0.0004507463755877779,0.0002758729902438042
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,441,22.05,0.03250365041615115,0.035542993086481636,0.032503650416151136,10,1.0139880911012142,0.9963209275010675,1.0102575554009987,0.9999960760653145,0.03250365041615115,0.009919982327900444,0.008707747204867309,0.004444233888826963,0.0025738276933319247,0.0016667632690618207,0.0013128644158881,0.0009111701305198011,0.0007021781678998211,0.0006207693542700013
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,441,22.05,0.009317476577046447,0.011549805580837545,0.009419725069273034,10,1.0078569066764849,0.9959173736695189,1.0037422035319303,0.9999995488507251,0.009317476577046447,0.00370316268982051,0.0034862540032480536,0.0030101032853566746,0.0024213171833847584,0.0017863337189233943,0.0012479817775076472,0.0008750996310891071,0.00044904288029208925,0.00027545248737059156
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,442,22.1,0.03250280928568264,0.03554165743147074,0.032502809285682624,10,1.013924580017471,0.9963838418226331,1.0102580683562075,0.9999960768055178,0.03250280928568264,0.009978575876117916,0.008674615666659505,0.004387019615476165,0.0025561479329468846,0.0016607253098883156,0.0013094156829596495,0.000908820235950335,0.0007019181050060047,0.0006203333298246746
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,442,22.1,0.00930018622306927,0.011534794193264088,0.009401028970803612,10,1.0078079081473101,0.9959585988801792,1.0037349521387593,0.9999995500606247,0.00930018622306927,0.003726349378688236,0.003473627130643854,0.0030076942875334896,0.0024079766069512887,0.0017800722248653119,0.0012467535270381355,0.0008735086806318777,0.0004471965333911806,0.00027498774149890777
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,443,22.150000000000002,0.03250114648993741,0.03553826457255438,0.032501146489937405,10,1.0138580516021871,0.9964502395014638,1.0102590983394868,0.9999960779875139,0.03250114648993741,0.010038195124286494,0.008633043282197356,0.004331650811785548,0.002538469001543303,0.0016547716091940656,0.0013059167871576581,0.0009065234459110893,0.0007016496657466811,0.0006197738546586093
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,443,22.150000000000002,0.009276458668799835,0.0115151829597497,0.009375099363436145,10,1.0077554969006457,0.9960035190255696,1.0037280212304047,0.999999551624825,0.009276458668799835,0.0037510565644044524,0.0034611387199125774,0.0030053524741833664,0.0023943918479396955,0.0017739085695031556,0.0012453748578972568,0.0008719158767584711,0.00044524921778676404,0.0002745841354407765
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,444,22.200000000000003,0.0324992226218551,0.03553279201848404,0.03249922262185508,10,1.0137885573487828,0.996520074207709,1.0102606484001353,0.999996079616294,0.0324992226218551,0.010096829963521792,0.00858313637412154,0.0042779934216805445,0.002520800202416195,0.0016488940071296401,0.0013023441765395737,0.0009042976511442918,0.0007013655324517673,0.0006191536526341013
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,444,22.200000000000003,0.009256086065056035,0.011498311379094638,0.009352169425718967,10,1.007699752799911,0.9960521172169823,1.003721472295381,0.9999995529724781,0.009256086065056035,0.003775459040019729,0.003448846679638745,0.00300309555125708,0.0023805537517420706,0.0017678896633636658,0.0012438505006905649,0.0008703295484067607,0.00044326919140253796,0.00027426786301836795
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,445,22.25,0.03249767478243684,0.03552637036997078,0.03249767478243683,10,1.0137161632161018,0.99659327647511,1.0102627125153123,0.9999960814449638,0.03249767478243684,0.010154308590468843,0.00852737437826486,0.004225752631845514,0.0025033430109753217,0.0016430828792484494,0.0012987004773730615,0.0009021523028663346,0.0007010652520276452,0.0006185479629132163
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,445,22.25,0.009245151787442677,0.011488555602418902,0.009338998697036166,10,1.0076407654432407,0.9961043632052531,1.003715363001493,0.9999995537656838,0.009245151787442677,0.003797847914281478,0.0034367954277061182,0.003000960393179298,0.0023665723999101197,0.0017620372716105458,0.0012422191728882657,0.00086874517235157,0.00044132658112758607,0.00027398414904024397
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,446,22.3,0.032497038259320724,0.03552072991713668,0.03249703825932071,10,1.013640949368364,0.9966697541615905,1.0102652758150885,0.9999960830959362,0.032497038259320724,0.010211155233625384,0.008470287910735974,0.004174692269022754,0.0024863849196039064,0.0016373406887471428,0.0012950127772447537,0.0009000887468367696,0.0007007565704106027,0.0006180307966252703
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,446,22.3,0.00924266469565947,0.011484895792979682,0.009335160648645436,10,1.0075786349493092,0.9961602127659703,1.0037097473695498,0.9999995540850676,0.00924266469565947,0.003817367048458814,0.003425083537241955,0.0029989810196879756,0.00235265930834397,0.0017563319992631036,0.001240535914288656,0.0008671550114342048,0.0004394678125331857,0.00027363860015995194
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,447,22.35,0.03249756714654659,0.03551716270512854,0.032497567146546585,10,1.0135630132097264,0.9967493890760998,1.0102683142069258,0.9999960842877413,0.03249756714654659,0.010266871105116964,0.008416926500037052,0.004124747047865297,0.0024701260530963303,0.0016316837294647292,0.0012913163699502595,0.0008981046470909038,0.0007004524374550682,0.0006176616553859285
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,447,22.35,0.009241626086707656,0.011481872851613154,0.009333818750153426,10,1.0075134798155518,0.9962196000520422,1.0037046759088903,0.9999995543540092,0.009241626086707656,0.0038343401320606635,0.0034138426054247184,0.0029971673700119736,0.002339041121885482,0.001750718339293018,0.0012388463086377866,0.0008655567805303855,0.000437700307915084,0.0002731579718449221
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,448,22.400000000000002,0.03249912438647003,0.03551562089588348,0.03249912438647001,10,1.0134824687951611,0.9968320381017166,1.01027179494944,0.9999960850317487,0.03249912438647003,0.010318988941405361,0.008370746562580493,0.00407597619043152,0.002454538452289299,0.0016261302195554053,0.0012876305014429767,0.0008961986810922648,0.0007001648739461997,0.0006174749391165741
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,448,22.400000000000002,0.009233403073124114,0.011473003636378184,0.009326034864596358,10,1.0074454411067462,0.9962824336278752,1.0037001958131373,0.9999995550742281,0.009233403073124114,0.00385007417802838,0.0034031634829963767,0.0029954967329797687,0.00232586526959239,0.001745127707516371,0.0012371659904881632,0.0008639563185194073,0.0004359945725660527,0.0002725346592291277
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,449,22.450000000000003,0.03250119330957078,0.035514557882509214,0.03250119330957077,10,1.0133994461216151,0.9969175343372498,1.0102756771262953,0.9999960856666203,0.03250119330957078,0.0103636634700365,0.008332225616668862,0.004028418117485201,0.002439352120349003,0.001620683965865875,0.0012839414311347328,0.0008943721084745259,0.0006998992452603897,0.0006174762851319091
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,449,22.450000000000003,0.00921231083266949,0.011454272887179765,0.009305520591457015,10,1.0073746853489198,0.9963485932858491,1.0036963506591712,0.999999556554698,0.00921231083266949,0.003866285682252791,0.003393050624071204,0.002993921503341943,0.0023131609809154356,0.0017395046202101517,0.0012354760642138219,0.000862363829662861,0.00043430171364789225,0.00027183176412978434
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,450,22.5,0.032503011128272113,0.03551164936576057,0.03250301112827211,10,1.013314092347385,0.997005685876817,1.0102799116494487,0.9999960867006659,0.032503011128272113,0.010397597907951991,0.008298957207721627,0.0039819802850765505,0.0024241741313054694,0.0016153269044504237,0.0012802047891493406,0.0008926261719644956,0.0006996525510778251,0.0006176468132859652
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,450,22.5,0.009177700905482117,0.011425610642830297,0.009271004509532381,10,1.0073014066149042,0.9964179270860033,1.0036931795300381,0.9999995587969147,0.009177700905482117,0.0038843828866158246,0.0033834486130744947,0.0029923878049384206,0.002300871634245173,0.0017338221370657339,0.001233733853362257,0.0008607863763739932,0.0004325746556262353,0.00027114982786150986
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,451,22.55,0.03250377305276886,0.03550495596232048,0.032503773052768845,10,1.0132265693987323,0.9970962789923944,1.0102844421237052,0.9999960885576563,0.03250377305276886,0.010420290090797039,0.008266847038753857,0.003936454408368513,0.0024086529250441813,0.0016100259388302106,0.0012763649195969866,0.0008909580565247357,0.0006994160529512027,0.0006179542492070116
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,451,22.55,0.009132952160670406,0.011389926208412438,0.009225467886047866,10,1.0072258203444435,0.996490256213584,1.003690715779972,0.9999995615716621,0.009132952160670406,0.00390491943273648,0.003374308605786475,0.002990854807452906,0.002288921629814311,0.0017280829490290879,0.0012318901992775812,0.0008592218022276107,0.0004307821722267569,0.0002705832347167848
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,452,22.6,0.03250283717125236,0.03549385039854629,0.03250283717125235,10,1.0131370507404218,0.9971890820853736,1.0102892056545238,0.9999960913740225,0.03250283717125236,0.010435266838000647,0.008231555812910591,0.003891638068928372,0.002392589796247983,0.0016047479679190955,0.0012723786888105954,0.0008893586282795569,0.0006991794988002648,0.0006183686197911168
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,452,22.6,0.009082827657633312,0.011350963871140297,0.009173617217274117,10,1.0071481542816882,0.9965653820162509,1.0036889851186925,0.9999995645874035,0.009082827657633312,0.003927553842717393,0.003365629606823629,0.002989306519416466,0.0022772675440202394,0.0017223122666614487,0.0012299055648075205,0.0008576589176393529,0.0004289133020773248,0.0002701982455083214
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,453,22.650000000000002,0.03249986442581775,0.03547920440531511,0.03249986442581774,10,1.0130457183514816,0.997283849162888,1.0102941333755486,0.9999960949581557,0.03249986442581775,0.01044936626218993,0.008189557153567239,0.0038474715695785405,0.00237595679661017,0.0015994727658467144,0.0012682305379295466,0.0008878125012961372,0.0006989340635236275,0.0006188747999011073
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,453,22.650000000000002,0.009031139879903553,0.011311571935527518,0.00911949970857002,10,1.0070686402337725,0.9966430917516934,1.003688003208761,0.9999995676244305,0.009031139879903553,0.003951534793228051,0.0033574497641149924,0.0029877532709300008,0.0022659120425060383,0.0017165506439367703,0.0012277608621138374,0.0008560839661676466,0.00042697436599009364,0.00027003569240879535
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,454,22.700000000000003,0.03249486083456776,0.03546281001865449,0.03249486083456776,10,1.0129527567366798,0.9973803268299489,1.0102991515773274,0.999996098917349,0.03249486083456776,0.01047024893265165,0.008138618021473006,0.0038040953056876297,0.0023588444665993266,0.0015941968429299498,0.0012639329225481392,0.0008862994260312671,0.000698673044412648,0.0006194745640261432
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,454,22.700000000000003,0.008979813397617031,0.011273145915936254,0.009065386654399293,10,1.006987504703074,0.9967231655118163,1.003687773318493,0.9999995705763657,0.008979813397617031,0.003976300707174794,0.003349812510211926,0.00298622462933606,0.0022548901543233027,0.0017108503386336152,0.0012254613595191427,0.0008544887108334006,0.0004249831840827243,0.00027012179665352436
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,455,22.75,0.03248813430175547,0.03544648144736295,0.032488134301755456,10,1.0128583460970104,0.9974782621296673,1.010304182848375,0.9999961028544043,0.03248813430175547,0.010503492464711155,0.008077829667462906,0.003761789833732509,0.002341393634869718,0.001588928225634058,0.0012595156383996458,0.0008847955373969002,0.0006983915097219053,0.0006201751337616589
